scenario,scenario_label,T_multiplier,generation,member,nsga2_front,q_total_from_wells,lpr:total_combined:bdpl
T_minus_10,T -10%,0.9,30,gen=29_member=4962_pso,1,,2.85969
T_minus_10,T -10%,0.9,30,gen=24_member=4081_pso,1,,2.8196
T_minus_10,T -10%,0.9,30,gen=23_member=3899_pso,2,,2.00178
T_minus_10,T -10%,0.9,30,gen=25_member=4140_pso,1,,3.4193
T_minus_10,T -10%,0.9,30,gen=29_member=4981_pso,1,,3.9836
T_minus_10,T -10%,0.9,30,gen=22_member=3728_pso,1,,1.8366
T_minus_10,T -10%,0.9,30,gen=29_member=4823_pso,1,,2.29318
T_minus_10,T -10%,0.9,30,gen=25_member=4157_pso,2,,1.72891
T_minus_10,T -10%,0.9,30,gen=28_member=4804_pso,1,,2.77538
T_minus_10,T -10%,0.9,30,gen=27_member=4596_pso,1,,3.13837
T_minus_10,T -10%,0.9,30,gen=23_member=3841_pso,2,,3.24679
T_minus_10,T -10%,0.9,30,gen=23_member=3825_pso,1,,3.78356
T_minus_10,T -10%,0.9,30,gen=29_member=4874_pso,1,,3.20332
T_minus_10,T -10%,0.9,30,gen=27_member=4585_pso,1,,1.38877
T_minus_10,T -10%,0.9,30,gen=23_member=3816_pso,1,,1.63646
T_minus_10,T -10%,0.9,30,gen=29_member=4900_pso,1,,2.47631
T_minus_10,T -10%,0.9,30,gen=27_member=4572_pso,1,,1.27764
T_minus_10,T -10%,0.9,30,gen=22_member=3731_pso,1,,3.74695
T_minus_10,T -10%,0.9,30,gen=28_member=4651_pso,1,,1.52731
T_minus_10,T -10%,0.9,30,gen=26_member=4440_pso,1,,3.32662
T_minus_10,T -10%,0.9,30,gen=28_member=4748_pso,2,,1.81856
T_minus_10,T -10%,0.9,30,gen=26_member=4423_pso,1,,3.26519
T_minus_10,T -10%,0.9,30,gen=25_member=4220_pso,1,,4.0355
T_minus_10,T -10%,0.9,30,gen=24_member=4043_pso,1,,3.09289
T_minus_10,T -10%,0.9,30,gen=26_member=4328_pso,1,,1.92209
T_minus_10,T -10%,0.9,30,gen=26_member=4409_pso,1,,3.05552
T_minus_10,T -10%,0.9,30,gen=27_member=4584_pso,1,,2.8993
T_minus_10,T -10%,0.9,30,gen=24_member=4031_pso,2,,2.62332
T_minus_10,T -10%,0.9,30,gen=24_member=3978_pso,2,,1.35259
T_minus_10,T -10%,0.9,30,gen=28_member=4716_pso,1,,2.58345
T_minus_10,T -10%,0.9,30,gen=28_member=4778_pso,1,,2.9237
T_minus_10,T -10%,0.9,30,gen=25_member=4280_pso,2,,2.20415
T_minus_10,T -10%,0.9,30,gen=29_member=4855_pso,1,,2.09456
T_minus_10,T -10%,0.9,30,gen=27_member=4635_pso,1,,1.47106
T_minus_10,T -10%,0.9,30,gen=29_member=4827_pso,1,,2.16525
T_minus_10,T -10%,0.9,30,gen=28_member=4728_pso,1,,1.12247
T_minus_10,T -10%,0.9,30,gen=28_member=4702_pso,1,,3.4931
T_minus_10,T -10%,0.9,30,gen=26_member=4467_pso,1,,3.94574
T_minus_10,T -10%,0.9,30,gen=26_member=4427_pso,1,,3.85415
T_minus_10,T -10%,0.9,30,gen=27_member=4523_pso,1,,2.04745
T_minus_10,T -10%,0.9,30,gen=19_member=3164_pso,2,,2.19209
T_minus_10,T -10%,0.9,30,gen=27_member=4494_pso,1,,2.43292
T_minus_10,T -10%,0.9,30,gen=23_member=3912_pso,1,,3.87657
T_minus_10,T -10%,0.9,30,gen=28_member=4674_pso,1,,1.30674
T_minus_10,T -10%,0.9,30,gen=23_member=3832_pso,1,,3.96817
T_minus_10,T -10%,0.9,30,gen=25_member=4164_pso,1,,1.06492
T_minus_10,T -10%,0.9,30,gen=29_member=4893_pso,1,,3.06994
T_minus_10,T -10%,0.9,30,gen=21_member=3515_pso,2,,3.44674
T_minus_10,T -10%,0.9,30,gen=25_member=4195_pso,1,,2.06587
T_minus_10,T -10%,0.9,30,gen=29_member=4961_pso,1,,3.9109
T_minus_10,T -10%,0.9,30,gen=29_member=4977_pso,1,,3.67603
T_minus_10,T -10%,0.9,30,gen=28_member=4671_pso,1,,2.98845
T_minus_10,T -10%,0.9,30,gen=29_member=4925_pso,1,,3.17354
T_minus_10,T -10%,0.9,30,gen=21_member=3532_pso,1,,1.06239
T_minus_10,T -10%,0.9,30,gen=20_member=3346_pso,1,,3.36435
T_minus_10,T -10%,0.9,30,gen=24_member=4013_pso,1,,2.23328
T_minus_10,T -10%,0.9,30,gen=28_member=4720_pso,1,,3.92821
T_minus_10,T -10%,0.9,30,gen=29_member=4967_pso,1,,2.23901
T_minus_10,T -10%,0.9,30,gen=26_member=4399_pso,1,,1.36582
T_minus_10,T -10%,0.9,30,gen=28_member=4691_pso,1,,3.89233
T_minus_10,T -10%,0.9,30,gen=22_member=3720_pso,2,,3.52455
T_minus_10,T -10%,0.9,30,gen=27_member=4517_pso,1,,1.44763
T_minus_10,T -10%,0.9,30,gen=25_member=4190_pso,1,,2.37118
T_minus_10,T -10%,0.9,30,gen=21_member=3530_pso,1,,2.379
T_minus_10,T -10%,0.9,30,gen=28_member=4780_pso,1,,3.69854
T_minus_10,T -10%,0.9,30,gen=22_member=3718_pso,1,,2.50809
T_minus_10,T -10%,0.9,30,gen=29_member=4833_pso,1,,3.02762
T_minus_10,T -10%,0.9,30,gen=28_member=4707_pso,1,,1.86787
T_minus_10,T -10%,0.9,30,gen=25_member=4279_pso,1,,2.12426
T_minus_10,T -10%,0.9,30,gen=26_member=4370_pso,1,,2.99453
T_minus_10,T -10%,0.9,30,gen=24_member=4049_pso,1,,2.40415
T_minus_10,T -10%,0.9,30,gen=29_member=4911_pso,1,,1.32376
T_minus_10,T -10%,0.9,30,gen=28_member=4786_pso,1,,2.46207
T_minus_10,T -10%,0.9,30,gen=21_member=3537_pso,1,,2.55608
T_minus_10,T -10%,0.9,30,gen=28_member=4742_pso,1,,2.08338
T_minus_10,T -10%,0.9,30,gen=18_member=2976_pso,1,,3.72221
T_minus_10,T -10%,0.9,30,gen=15_member=2453_pso,1,,3.0205
T_minus_10,T -10%,0.9,30,gen=27_member=4632_pso,1,,3.42527
T_minus_10,T -10%,0.9,30,gen=29_member=4949_pso,2,,1.60875
T_minus_10,T -10%,0.9,30,gen=19_member=3267_pso,1,,0.969113
T_minus_10,T -10%,0.9,30,gen=29_member=4850_pso,1,,1.79217
T_minus_10,T -10%,0.9,30,gen=27_member=4605_pso,1,,3.58431
T_minus_10,T -10%,0.9,30,gen=21_member=3528_pso,1,,1.14068
T_minus_10,T -10%,0.9,30,gen=22_member=3703_pso,1,,3.81858
T_minus_10,T -10%,0.9,30,gen=24_member=4099_pso,1,,3.34073
T_minus_10,T -10%,0.9,30,gen=25_member=4268_pso,1,,3.79391
T_minus_10,T -10%,0.9,30,gen=26_member=4393_pso,1,,2.57
T_minus_10,T -10%,0.9,30,gen=28_member=4679_pso,1,,1.93255
T_minus_10,T -10%,0.9,30,gen=28_member=4803_pso,1,,2.52751
T_minus_10,T -10%,0.9,30,gen=28_member=4672_pso,1,,1.61791
T_minus_10,T -10%,0.9,30,gen=28_member=4699_pso,1,,2.15124
T_minus_10,T -10%,0.9,30,gen=17_member=2913_pso,1,,3.12573
T_minus_10,T -10%,0.9,30,gen=23_member=3911_pso,1,,1.46698
T_minus_10,T -10%,0.9,30,gen=26_member=4385_pso,1,,2.02441
T_minus_10,T -10%,0.9,30,gen=29_member=4859_pso,1,,2.14149
T_minus_10,T -10%,0.9,30,gen=29_member=4937_pso,1,,2.72729
T_minus_10,T -10%,0.9,30,gen=28_member=4696_pso,1,,2.02636
T_minus_10,T -10%,0.9,30,gen=21_member=3509_pso,2,,3.46707
T_minus_10,T -10%,0.9,30,gen=23_member=3818_pso,1,,1.3871
T_minus_10,T -10%,0.9,30,gen=28_member=4675_pso,1,,2.84851
T_minus_10,T -10%,0.9,30,gen=29_member=4820_pso,1,,2.00298
T_minus_10,T -10%,0.9,30,gen=29_member=4912_pso,1,,3.68937
T_minus_10,T -10%,0.9,30,gen=25_member=4199_pso,1,,2.4238
T_minus_10,T -10%,0.9,30,gen=21_member=3465_pso,1,,1.86883
T_minus_10,T -10%,0.9,30,gen=18_member=3092_pso,1,,2.91782
T_minus_10,T -10%,0.9,30,gen=21_member=3605_pso,1,,3.11308
T_minus_10,T -10%,0.9,30,gen=26_member=4379_pso,1,,3.83687
T_minus_10,T -10%,0.9,30,gen=29_member=4902_pso,1,,1.15882
T_minus_10,T -10%,0.9,30,gen=22_member=3693_pso,1,,2.83699
T_minus_10,T -10%,0.9,30,gen=29_member=4908_pso,2,,3.4612
T_minus_10,T -10%,0.9,30,gen=19_member=3216_pso,1,,1.94732
T_minus_10,T -10%,0.9,30,gen=21_member=3519_pso,1,,3.1874
T_minus_10,T -10%,0.9,30,gen=20_member=3345_pso,1,,2.74414
T_minus_10,T -10%,0.9,30,gen=24_member=4045_pso,1,,3.5692
T_minus_10,T -10%,0.9,30,gen=28_member=4698_pso,1,,3.73842
T_minus_10,T -10%,0.9,30,gen=28_member=4741_pso,1,,2.41053
T_minus_10,T -10%,0.9,30,gen=27_member=4513_pso,1,,2.50885
T_minus_10,T -10%,0.9,30,gen=26_member=4358_pso,1,,3.55496
T_minus_10,T -10%,0.9,30,gen=27_member=4631_pso,1,,2.90193
T_minus_10,T -10%,0.9,30,gen=27_member=4506_pso,1,,3.25007
T_minus_10,T -10%,0.9,30,gen=29_member=4959_pso,1,,2.54118
T_minus_10,T -10%,0.9,30,gen=28_member=4735_pso,1,,0.959225
T_minus_10,T -10%,0.9,30,gen=28_member=4712_pso,1,,3.48422
T_minus_10,T -10%,0.9,30,gen=27_member=4592_pso,1,,1.78204
T_minus_10,T -10%,0.9,30,gen=22_member=3713_pso,1,,3.83254
T_minus_10,T -10%,0.9,30,gen=24_member=3994_pso,1,,2.76363
T_minus_10,T -10%,0.9,30,gen=27_member=4589_pso,1,,3.7272
T_minus_10,T -10%,0.9,30,gen=25_member=4173_pso,1,,2.75513
T_minus_10,T -10%,0.9,30,gen=24_member=3962_pso,1,,3.20069
T_minus_10,T -10%,0.9,30,gen=22_member=3680_pso,1,,1.31581
T_minus_10,T -10%,0.9,30,gen=25_member=4266_pso,1,,3.57513
T_minus_10,T -10%,0.9,30,gen=28_member=4750_pso,1,,2.12786
T_minus_10,T -10%,0.9,30,gen=26_member=4457_pso,1,,3.52736
T_minus_10,T -10%,0.9,30,gen=28_member=4687_pso,1,,2.46263
T_minus_10,T -10%,0.9,30,gen=28_member=4794_pso,1,,3.3385
T_minus_10,T -10%,0.9,30,gen=24_member=4024_pso,1,,3.82011
T_minus_10,T -10%,0.9,30,gen=24_member=4087_pso,1,,3.18038
T_minus_10,T -10%,0.9,30,gen=28_member=4708_pso,1,,1.14875
T_minus_10,T -10%,0.9,30,gen=21_member=3566_pso,1,,3.53922
T_minus_10,T -10%,0.9,30,gen=27_member=4576_pso,1,,2.58142
T_minus_10,T -10%,0.9,30,gen=25_member=4270_pso,1,,2.71673
T_minus_10,T -10%,0.9,30,gen=24_member=4079_pso,1,,3.11463
T_minus_10,T -10%,0.9,30,gen=20_member=3283_pso,1,,2.70773
T_minus_10,T -10%,0.9,30,gen=21_member=3549_pso,1,,2.77167
T_minus_10,T -10%,0.9,30,gen=25_member=4196_pso,2,,2.8276
T_minus_10,T -10%,0.9,30,gen=27_member=4613_pso,1,,2.74746
T_minus_10,T -10%,0.9,30,gen=22_member=3699_pso,1,,2.53362
T_minus_10,T -10%,0.9,30,gen=26_member=4330_pso,1,,2.72103
T_minus_10,T -10%,0.9,30,gen=25_member=4291_pso,1,,3.79318
T_minus_10,T -10%,0.9,30,gen=25_member=4172_pso,1,,1.15443
T_minus_10,T -10%,0.9,30,gen=22_member=3736_pso,1,,1.7865
T_minus_10,T -10%,0.9,30,gen=21_member=3510_pso,1,,1.61233
T_minus_10,T -10%,0.9,30,gen=24_member=4084_pso,2,,2.70486
T_minus_10,T -10%,0.9,30,gen=26_member=4352_pso,1,,3.48427
T_minus_10,T -10%,0.9,30,gen=22_member=3695_pso,1,,2.82587
T_minus_10,T -10%,0.9,30,gen=26_member=4368_pso,1,,1.32186
T_minus_10,T -10%,0.9,30,gen=25_member=4158_pso,1,,2.53824
T_minus_10,T -10%,0.9,30,gen=24_member=4050_pso,1,,3.54723
T_minus_10,T -10%,0.9,30,gen=14_member=2383_pso,1,,3.02318
T_minus_10,T -10%,0.9,30,gen=19_member=3182_pso,1,,3.17364
T_minus_10,T -10%,0.9,30,gen=23_member=3878_pso,1,,3.54167
T_minus_10,T -10%,0.9,30,gen=19_member=3106_pso,1,,3.54984
T_minus_10,T -10%,0.9,30,gen=23_member=3855_pso,1,,1.79164
T_minus_10,T -10%,0.9,30,gen=25_member=4154_pso,1,,2.12676
T_minus_10,T -10%,0.9,30,gen=22_member=3622_pso,1,,3.54895
T_minus_10,T -10%,0.9,30,gen=29_member=4860_pso,1,,3.5409
T_minus_10,T -10%,0.9,30,gen=30_member=5003_pso,1,,1.70134
T_minus_10,T -10%,0.9,30,gen=30_member=5146_pso,1,,2.6716
T_minus_10,T -10%,0.9,30,gen=30_member=5083_pso,1,,2.17694
T_minus_10,T -10%,0.9,30,gen=30_member=5038_pso,1,,1.56973
T_minus_10,T -10%,0.9,30,gen=30_member=5122_pso,1,,2.26707
T_minus_10,T -10%,0.9,30,gen=30_member=5087_pso,1,,1.24749
T_minus_10,T -10%,0.9,30,gen=30_member=5081_pso,1,,1.98994
T_minus_10,T -10%,0.9,30,gen=30_member=5118_pso,1,,1.7935
T_minus_10,T -10%,0.9,30,gen=30_member=5037_pso,1,,1.40986
T_minus_10,T -10%,0.9,30,gen=30_member=5128_pso,1,,2.80723
T_minus_10,T -10%,0.9,30,gen=30_member=5139_pso,1,,3.23954
T_minus_10,T -10%,0.9,30,gen=30_member=5155_pso,1,,2.62038
T_minus_10,T -10%,0.9,30,gen=30_member=5102_pso,1,,1.33975
T_minus_10,T -10%,0.9,30,gen=30_member=5144_pso,1,,3.46863
T_minus_10,T -10%,0.9,30,gen=30_member=5047_pso,1,,3.20728
T_minus_10,T -10%,0.9,30,gen=30_member=5113_pso,1,,3.50748
T_minus_10,T -10%,0.9,30,gen=30_member=5030_pso,1,,1.91006
T_minus_10,T -10%,0.9,30,gen=30_member=5152_pso,1,,2.96681
T_minus_10,T -10%,0.9,30,gen=30_member=5100_pso,1,,2.43412
T_minus_10,T -10%,0.9,30,gen=30_member=5138_pso,1,,3.27037
T_minus_10,T -10%,0.9,30,gen=30_member=5052_pso,1,,2.37973
T_minus_10,T -10%,0.9,30,gen=30_member=5109_pso,1,,3.44669
T_minus_10,T -10%,0.9,30,gen=30_member=5025_pso,1,,2.30344
T_minus_10,T -10%,0.9,30,gen=30_member=5041_pso,1,,3.65661
T_minus_10,T -10%,0.9,30,gen=30_member=5096_pso,1,,3.44388
T_minus_10,T -10%,0.9,30,gen=30_member=5095_pso,1,,1.51174
T_minus_10,T -10%,0.9,30,gen=30_member=5133_pso,1,,1.14396
T_minus_10,T -10%,0.9,30,gen=30_member=5158_pso,1,,4.03418
T_minus_10,T -10%,0.9,30,gen=30_member=5126_pso,1,,2.82727
T_minus_10,T -10%,0.9,31,152,1,,4.5285
T_minus_10,T -10%,0.9,31,gen=16_member=2594_pso,1,,0.951742
T_minus_10,T -10%,0.9,31,16,1,,4.2444
T_minus_10,T -10%,0.9,31,130,1,,4.44052
T_minus_10,T -10%,0.9,31,gen=30_member=5003_pso,1,,1.70134
T_minus_10,T -10%,0.9,31,gen=22_member=3753_pso,1,,4.12286
T_minus_10,T -10%,0.9,31,95,1,,4.4481
T_minus_10,T -10%,0.9,31,gen=20_member=3279_pso,1,,4.06102
T_minus_10,T -10%,0.9,31,gen=30_member=5146_pso,2,,2.6716
T_minus_10,T -10%,0.9,31,156,1,,4.18644
T_minus_10,T -10%,0.9,31,gen=28_member=4776_pso,1,,1.76942
T_minus_10,T -10%,0.9,31,gen=24_member=4030_pso,1,,1.02982
T_minus_10,T -10%,0.9,31,gen=22_member=3728_pso,1,,1.8366
T_minus_10,T -10%,0.9,31,gen=21_member=3557_pso,1,,1.21026
T_minus_10,T -10%,0.9,31,gen=29_member=4872_pso,1,,3.60178
T_minus_10,T -10%,0.9,31,gen=30_member=5083_pso,1,,2.17694
T_minus_10,T -10%,0.9,31,gen=28_member=4752_pso,1,,1.66357
T_minus_10,T -10%,0.9,31,gen=16_member=2590_pso,1,,4.16237
T_minus_10,T -10%,0.9,31,gen=24_member=4013_pso,2,,2.23328
T_minus_10,T -10%,0.9,31,gen=28_member=4681_pso,1,,0.986333
T_minus_10,T -10%,0.9,31,gen=30_member=5038_pso,1,,1.56973
T_minus_10,T -10%,0.9,31,gen=23_member=3909_pso,1,,1.09997
T_minus_10,T -10%,0.9,31,gen=27_member=4529_pso,1,,3.29369
T_minus_10,T -10%,0.9,31,gen=28_member=4727_pso,1,,3.37568
T_minus_10,T -10%,0.9,31,gen=21_member=3533_pso,1,,3.65371
T_minus_10,T -10%,0.9,31,gen=27_member=4534_pso,1,,2.34532
T_minus_10,T -10%,0.9,31,gen=30_member=5122_pso,1,,2.26707
T_minus_10,T -10%,0.9,31,gen=29_member=4980_pso,1,,1.17584
T_minus_10,T -10%,0.9,31,gen=28_member=4715_pso,1,,2.62559
T_minus_10,T -10%,0.9,31,gen=30_member=5087_pso,2,,1.24749
T_minus_10,T -10%,0.9,31,gen=29_member=4962_pso,2,,2.85969
T_minus_10,T -10%,0.9,31,gen=28_member=4785_pso,2,,4.01756
T_minus_10,T -10%,0.9,31,gen=30_member=5081_pso,2,,1.98994
T_minus_10,T -10%,0.9,31,gen=25_member=4140_pso,1,,3.4193
T_minus_10,T -10%,0.9,31,gen=29_member=4981_pso,1,,3.9836
T_minus_10,T -10%,0.9,31,gen=21_member=3510_pso,1,,1.61233
T_minus_10,T -10%,0.9,31,gen=27_member=4596_pso,1,,3.13837
T_minus_10,T -10%,0.9,31,gen=26_member=4399_pso,1,,1.36582
T_minus_10,T -10%,0.9,31,gen=23_member=3825_pso,1,,3.78356
T_minus_10,T -10%,0.9,31,gen=23_member=3816_pso,1,,1.63646
T_minus_10,T -10%,0.9,31,gen=29_member=4900_pso,1,,2.47631
T_minus_10,T -10%,0.9,31,gen=27_member=4572_pso,1,,1.27764
T_minus_10,T -10%,0.9,31,gen=22_member=3731_pso,1,,3.74695
T_minus_10,T -10%,0.9,31,gen=20_member=3283_pso,2,,2.70773
T_minus_10,T -10%,0.9,31,gen=26_member=4440_pso,1,,3.32662
T_minus_10,T -10%,0.9,31,gen=30_member=5118_pso,1,,1.7935
T_minus_10,T -10%,0.9,31,gen=30_member=5037_pso,1,,1.40986
T_minus_10,T -10%,0.9,31,gen=30_member=5128_pso,1,,2.80723
T_minus_10,T -10%,0.9,31,gen=24_member=4043_pso,1,,3.09289
T_minus_10,T -10%,0.9,31,gen=15_member=2566_pso,1,,2.9591
T_minus_10,T -10%,0.9,31,gen=30_member=5139_pso,1,,3.23954
T_minus_10,T -10%,0.9,31,gen=28_member=4722_pso,2,,1.95288
T_minus_10,T -10%,0.9,31,gen=29_member=4864_pso,1,,1.55281
T_minus_10,T -10%,0.9,31,gen=26_member=4409_pso,1,,3.05552
T_minus_10,T -10%,0.9,31,gen=27_member=4584_pso,1,,2.8993
T_minus_10,T -10%,0.9,31,gen=30_member=5155_pso,1,,2.62038
T_minus_10,T -10%,0.9,31,gen=30_member=5102_pso,1,,1.33975
T_minus_10,T -10%,0.9,31,gen=27_member=4595_pso,1,,2.31685
T_minus_10,T -10%,0.9,31,gen=28_member=4778_pso,1,,2.9237
T_minus_10,T -10%,0.9,31,gen=27_member=4591_pso,1,,1.88975
T_minus_10,T -10%,0.9,31,gen=28_member=4651_pso,1,,1.52731
T_minus_10,T -10%,0.9,31,gen=29_member=4855_pso,1,,2.09456
T_minus_10,T -10%,0.9,31,gen=27_member=4635_pso,1,,1.47106
T_minus_10,T -10%,0.9,31,gen=28_member=4728_pso,1,,1.12247
T_minus_10,T -10%,0.9,31,gen=28_member=4664_pso,1,,1.50784
T_minus_10,T -10%,0.9,31,gen=26_member=4467_pso,1,,3.94574
T_minus_10,T -10%,0.9,31,gen=26_member=4427_pso,1,,3.85415
T_minus_10,T -10%,0.9,31,gen=27_member=4523_pso,1,,2.04745
T_minus_10,T -10%,0.9,31,gen=28_member=4716_pso,1,,2.58345
T_minus_10,T -10%,0.9,31,gen=23_member=3912_pso,2,,3.87657
T_minus_10,T -10%,0.9,31,gen=28_member=4674_pso,1,,1.30674
T_minus_10,T -10%,0.9,31,gen=23_member=3832_pso,1,,3.96817
T_minus_10,T -10%,0.9,31,gen=26_member=4426_pso,1,,1.43306
T_minus_10,T -10%,0.9,31,gen=25_member=4164_pso,1,,1.06492
T_minus_10,T -10%,0.9,31,gen=30_member=5144_pso,1,,3.46863
T_minus_10,T -10%,0.9,31,gen=29_member=4893_pso,1,,3.06994
T_minus_10,T -10%,0.9,31,gen=29_member=4823_pso,1,,2.29318
T_minus_10,T -10%,0.9,31,gen=30_member=5047_pso,1,,3.20728
T_minus_10,T -10%,0.9,31,gen=25_member=4195_pso,1,,2.06587
T_minus_10,T -10%,0.9,31,gen=29_member=4961_pso,2,,3.9109
T_minus_10,T -10%,0.9,31,gen=28_member=4804_pso,1,,2.77538
T_minus_10,T -10%,0.9,31,gen=29_member=4925_pso,1,,3.17354
T_minus_10,T -10%,0.9,31,gen=21_member=3532_pso,1,,1.06239
T_minus_10,T -10%,0.9,31,gen=20_member=3346_pso,1,,3.36435
T_minus_10,T -10%,0.9,31,gen=28_member=4720_pso,1,,3.92821
T_minus_10,T -10%,0.9,31,gen=29_member=4820_pso,1,,2.00298
T_minus_10,T -10%,0.9,31,gen=28_member=4691_pso,1,,3.89233
T_minus_10,T -10%,0.9,31,gen=30_member=5113_pso,1,,3.50748
T_minus_10,T -10%,0.9,31,gen=27_member=4517_pso,1,,1.44763
T_minus_10,T -10%,0.9,31,gen=29_member=4967_pso,1,,2.23901
T_minus_10,T -10%,0.9,31,gen=25_member=4190_pso,2,,2.37118
T_minus_10,T -10%,0.9,31,gen=28_member=4780_pso,1,,3.69854
T_minus_10,T -10%,0.9,31,gen=29_member=4977_pso,1,,3.67603
T_minus_10,T -10%,0.9,31,gen=22_member=3718_pso,1,,2.50809
T_minus_10,T -10%,0.9,31,gen=29_member=4833_pso,1,,3.02762
T_minus_10,T -10%,0.9,31,gen=30_member=5030_pso,2,,1.91006
T_minus_10,T -10%,0.9,31,gen=28_member=4707_pso,2,,1.86787
T_minus_10,T -10%,0.9,31,gen=25_member=4279_pso,1,,2.12426
T_minus_10,T -10%,0.9,31,gen=26_member=4370_pso,1,,2.99453
T_minus_10,T -10%,0.9,31,gen=26_member=4457_pso,1,,3.52736
T_minus_10,T -10%,0.9,31,gen=24_member=4049_pso,1,,2.40415
T_minus_10,T -10%,0.9,31,gen=24_member=3968_pso,1,,1.26139
T_minus_10,T -10%,0.9,31,gen=30_member=5152_pso,1,,2.96681
T_minus_10,T -10%,0.9,31,gen=30_member=5100_pso,1,,2.43412
T_minus_10,T -10%,0.9,31,gen=21_member=3537_pso,1,,2.55608
T_minus_10,T -10%,0.9,31,gen=28_member=4742_pso,1,,2.08338
T_minus_10,T -10%,0.9,31,gen=18_member=2976_pso,1,,3.72221
T_minus_10,T -10%,0.9,31,gen=15_member=2453_pso,1,,3.0205
T_minus_10,T -10%,0.9,31,gen=28_member=4786_pso,1,,2.46207
T_minus_10,T -10%,0.9,31,gen=30_member=5138_pso,1,,3.27037
T_minus_10,T -10%,0.9,31,gen=28_member=4671_pso,1,,2.98845
T_minus_10,T -10%,0.9,31,gen=19_member=3267_pso,1,,0.969113
T_minus_10,T -10%,0.9,31,gen=25_member=4220_pso,1,,4.0355
T_minus_10,T -10%,0.9,31,gen=27_member=4605_pso,1,,3.58431
T_minus_10,T -10%,0.9,31,gen=22_member=3703_pso,1,,3.81858
T_minus_10,T -10%,0.9,31,gen=24_member=4099_pso,1,,3.34073
T_minus_10,T -10%,0.9,31,gen=29_member=4827_pso,1,,2.16525
T_minus_10,T -10%,0.9,31,gen=27_member=4506_pso,1,,3.25007
T_minus_10,T -10%,0.9,31,gen=25_member=4268_pso,1,,3.79391
T_minus_10,T -10%,0.9,31,gen=26_member=4393_pso,1,,2.57
T_minus_10,T -10%,0.9,31,gen=28_member=4679_pso,2,,1.93255
T_minus_10,T -10%,0.9,31,gen=30_member=5052_pso,1,,2.37973
T_minus_10,T -10%,0.9,31,gen=28_member=4803_pso,1,,2.52751
T_minus_10,T -10%,0.9,31,gen=30_member=5109_pso,1,,3.44669
T_minus_10,T -10%,0.9,31,gen=27_member=4632_pso,1,,3.42527
T_minus_10,T -10%,0.9,31,gen=28_member=4672_pso,1,,1.61791
T_minus_10,T -10%,0.9,31,gen=28_member=4699_pso,1,,2.15124
T_minus_10,T -10%,0.9,31,gen=17_member=2913_pso,1,,3.12573
T_minus_10,T -10%,0.9,31,gen=30_member=5025_pso,1,,2.30344
T_minus_10,T -10%,0.9,31,gen=23_member=3911_pso,1,,1.46698
T_minus_10,T -10%,0.9,31,gen=26_member=4385_pso,1,,2.02441
T_minus_10,T -10%,0.9,31,gen=29_member=4859_pso,1,,2.14149
T_minus_10,T -10%,0.9,31,gen=28_member=4702_pso,1,,3.4931
T_minus_10,T -10%,0.9,31,gen=29_member=4937_pso,1,,2.72729
T_minus_10,T -10%,0.9,31,gen=28_member=4696_pso,1,,2.02636
T_minus_10,T -10%,0.9,31,gen=23_member=3818_pso,1,,1.3871
T_minus_10,T -10%,0.9,31,gen=27_member=4585_pso,1,,1.38877
T_minus_10,T -10%,0.9,31,gen=28_member=4675_pso,1,,2.84851
T_minus_10,T -10%,0.9,31,gen=29_member=4912_pso,1,,3.68937
T_minus_10,T -10%,0.9,31,gen=26_member=4328_pso,2,,1.92209
T_minus_10,T -10%,0.9,31,gen=25_member=4199_pso,1,,2.4238
T_minus_10,T -10%,0.9,31,gen=30_member=5041_pso,1,,3.65661
T_minus_10,T -10%,0.9,31,gen=21_member=3465_pso,2,,1.86883
T_minus_10,T -10%,0.9,31,gen=18_member=3092_pso,1,,2.91782
T_minus_10,T -10%,0.9,31,gen=21_member=3605_pso,1,,3.11308
T_minus_10,T -10%,0.9,31,gen=26_member=4379_pso,1,,3.83687
T_minus_10,T -10%,0.9,31,gen=21_member=3528_pso,1,,1.14068
T_minus_10,T -10%,0.9,31,gen=30_member=5096_pso,1,,3.44388
T_minus_10,T -10%,0.9,31,gen=29_member=4902_pso,1,,1.15882
T_minus_10,T -10%,0.9,31,gen=22_member=3693_pso,1,,2.83699
T_minus_10,T -10%,0.9,31,gen=19_member=3216_pso,2,,1.94732
T_minus_10,T -10%,0.9,31,gen=21_member=3519_pso,1,,3.1874
T_minus_10,T -10%,0.9,31,gen=26_member=4423_pso,1,,3.26519
T_minus_10,T -10%,0.9,31,gen=20_member=3345_pso,1,,2.74414
T_minus_10,T -10%,0.9,31,gen=24_member=4045_pso,1,,3.5692
T_minus_10,T -10%,0.9,31,gen=28_member=4698_pso,1,,3.73842
T_minus_10,T -10%,0.9,31,gen=28_member=4741_pso,1,,2.41053
T_minus_10,T -10%,0.9,31,gen=30_member=5095_pso,1,,1.51174
T_minus_10,T -10%,0.9,31,gen=27_member=4513_pso,1,,2.50885
T_minus_10,T -10%,0.9,31,gen=26_member=4358_pso,1,,3.55496
T_minus_10,T -10%,0.9,31,gen=24_member=4081_pso,1,,2.8196
T_minus_10,T -10%,0.9,31,gen=27_member=4631_pso,1,,2.90193
T_minus_10,T -10%,0.9,31,gen=30_member=5158_pso,1,,4.03418
T_minus_10,T -10%,0.9,31,gen=29_member=4911_pso,1,,1.32376
